Indicator Name,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Diarrhea treatment (% of children under 5 who received ORS packet),,,,,,,26,,,,,,,,
"Prevalence of overweight, female (% of children under 5)",,,,,,,1.700000048,,,,,,,,
"Prevalence of overweight, male (% of children under 5)",,,,,,,2.200000048,,,,,,,,
Prevalence of overweight (% of children under 5),,,,,,,1.899999976,,,,,,,,
"Malnutrition prevalence, height for age, female (% of children under 5)",,,,,,,48,,,,,,,,
"Malnutrition prevalence, height for age, male (% of children under 5)",,,,,,,47.90000153,,,,,,,,
"Malnutrition prevalence, height for age (% of children under 5)",,,,,,44.59999847,47.90000153,,,,,,,,
"Prevalence of wasting, female (% of children under 5)",,,,,,,19.29999924,,,,,,,,
"Prevalence of wasting, male (% of children under 5)",,,,,,,20.70000076,,,,,,,,
Prevalence of wasting (% of children under 5),,,,,,19.89999962,20,,,,,,,,
"Prevalence of severe wasting, weight for height, female (% of children under 5)",,,,,,,6.300000191,,,,,,,,
"Prevalence of severe wasting, weight for height, male (% of children under 5)",,,,,,,7.099999905,,,,,,,,
"Prevalence of severe wasting, weight for height (% of children under 5)",,,,,,6.900000095,6.800000191,,,,,,,,
Tuberculosis treatment success rate (% of new cases),34,54,60,76,81,87,87,88,88,89,89,89,88,,
"Tuberculosis case detection rate (%, all forms)",49,47,46,46,48,49,52,56,58,60,60,60,59,58,
"Incidence of tuberculosis (per 100,000 people)",216,216,215,214,212,209,205,201,196,191,185,180,176,171,
Newborns protected against tetanus (%),85,83,87,86,86,86,86,86,86,86,87,87,87,87,
External resources for health (% of total expenditure on health),0.547708797,2.348944847,0.271049322,2.288982841,2.087838377,1.369152179,1.295476596,1.370693896,1.673183396,1.149214114,1.43333747,1.129415506,1.231370752,,
Out-of-pocket health expenditure (% of total expenditure on health),67.96530403,70.35631982,70.61310862,70.73645741,71.5683313,70.3462034,68.16760587,66.08469298,64.15325039,62.742482,61.79380611,59.91377861,57.57261856,,
Out-of-pocket health expenditure (% of private expenditure on health),91.80860165,92.41024699,91.92023259,91.61078604,90.50939,90.26943366,89.06816915,87.74953862,87.06787766,86.63913294,86.00314294,86.25150486,86.04218384,,
Health expenditure per capita (current US$),19.78805394,21.15840078,21.29213483,23.91813938,29.02083138,31.57466604,33.38470489,40.39840802,43.29025768,44.23592117,52.17973479,61.78110594,61.35892815,,
"Health expenditure per capita, PPP (constant 2005 international $)",66.02528752,73.46555617,74.62757413,78.95833633,90.45222047,94.92709047,100.0187007,107.4727224,113.9766344,123.2495512,127.8475507,145.7234594,156.8455157,,
"Health expenditure, private (% of GDP)",3.164043203,3.429454295,3.382865064,3.31581053,3.56221408,3.311567484,3.081705762,2.923831586,2.895287267,2.848939728,2.651382794,2.725192794,2.707642953,,
"Health expenditure, public (% of total health expenditure)",25.97065764,23.86523994,23.1800153,22.7858853,20.92717529,22.07084885,23.46580543,24.6894126,26.31811856,27.58182143,28.14936293,30.53596143,33.08791572,,
"Health expenditure, public (% of government expenditure)",7.393289116,6.967654771,6.250973507,5.89319461,6.134752895,6.849329695,6.955775725,6.707578543,6.58667813,6.86088688,6.762855687,8.242960327,9.377041517,,
"Health expenditure, public (% of GDP)",1.10999612,1.074998457,1.020761254,0.97849569,0.942764834,0.937891718,0.944867954,0.958533015,1.034155373,1.085072124,1.038748431,1.197977885,1.338924991,,
"Health expenditure, total (% of GDP)",4.274039324,4.504452753,4.403626318,4.29430622,4.504978914,4.249459202,4.026573715,3.882364601,3.92944264,3.934011851,3.690131224,3.923170679,4.046567944,,
Income share held by second 20%,,,,,,12.22,,,,,12.14,,,,
Income share held by third 20%,,,,,,15.81,,,,,15.69,,,,
Income share held by fourth 20%,,,,,,20.97,,,,,20.82,,,,
Income share held by highest 20%,,,,,,42.36,,,,,42.81,,,,
Income share held by highest 10%,,,,,,28.26,,,,,28.79,,,,
Income share held by lowest 10%,,,,,,3.75,,,,,3.69,,,,
Income share held by lowest 20%,,,,,,8.64,,,,,8.54,,,,
Poverty headcount ratio at $2 a day (PPP) (% of population),,,,,,75.62,,,,,68.76,,59.23915359,,
Poverty headcount ratio at $1.25 a day (PPP) (% of population),,,,,,41.64,,,,,32.68,,23.62946379,,
Poverty gap at $2 a day (PPP) (%),,,,,,29.49,,,,,24.47,,19.02291788,,
Poverty gap at $1.25 a day (PPP) (%),,,,,,10.51,,,,,7.49,,4.837553801,,
GINI index (World Bank estimate),,,,,,33.38,,,,,33.9,,33.60168037,,
Poverty gap at national poverty lines (%),,,,,,8.4,,,,,6.2,,4,,
Poverty headcount ratio at national poverty lines (% of population),,,,,,37.2,,,,,29.8,,21.9,,
Rural poverty gap at national poverty lines (%),,,,,,9.2,,,,,6.8,,4.6,,
Rural poverty headcount ratio at national poverty lines (% of rural population),,,,,,41.8,,,,,33.8,,25.7,,
Urban poverty gap at national poverty lines (%),,,,,,5.8,,,,,4.5,,2.5,,
Urban poverty headcount ratio at national poverty lines (% of urban population),,,,,,25.7,,,,,20.9,,13.7,,
"Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day)",,,,,,0.92,,,,,,,1.16,,
"Annualized growth in survey mean consumption or income per capita, bottom 40% (%, based on 2005 PPP)",,,,,,,,,,,,,3.34,,
"Survey mean consumption or income per capita, total population (2005 PPP $ per day)",,,,,,1.75,,,,,,,2.26,,
"Annualized growth in survey mean consumption or income per capita, total population (%, based on 2005 PPP)",,,,,,,,,,,,,3.78,,
"Child employment in agriculture, female (% of female economically active children ages 7-14)",76.58,,,,,73.08,,,,,77.24,,,,
"Child employment in agriculture, male (% of male economically active children ages 7-14)",70.47,,,,,66.05,,,,,64.35,,,,
Child employment in agriculture (% of economically active children ages 7-14),73.3,,,,,69.35,,,,,69.41,,,,
"Employees, agriculture, female (% of female employment)",74.80000305,,,,,70.90000153,,,,,65.30000305,,59.79999924,,
"Employees, agriculture, male (% of male employment)",53.90000153,,,,,49.29999924,,,,,46.09999847,,43,,
Employment in agriculture (% of total employment),59.90000153,,,,,55.79999924,,,,,51.09999847,,47.20000076,,
"Employment to population ratio, ages 15-24, female (%) (national estimate)",,,,,,,,,,,,,15.5,,
"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",23.70000076,23.70000076,24.29999924,24.89999962,25.10000038,25,23.29999924,22.10000038,20.20000076,18.89999962,17.20000076,16.39999962,15.5,15.60000038,
"Employment to population ratio, ages 15-24, male (%) (national estimate)",,,,,,,,,,,,,44.40000153,,
"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",58.09999847,58,58.29999924,58.79999924,58.79999924,58.5,56.59999847,55.29999924,52.90000153,51.20000076,49.20000076,47.70000076,46.09999847,46,
"Employment to population ratio, ages 15-24, total (%) (national estimate)",,,,,,,,,,,,,30.70000076,,
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",41.59999847,41.5,41.90000153,42.5,42.59999847,42.40000153,40.59999847,39.40000153,37.20000076,35.70000076,33.90000153,32.79999924,31.5,31.5,
Share of women employed in the nonagricultural sector (% of total nonagricultural employment),16.6,16.8,17.3,17.6,17.9,18.1,,,,19.1,19.3,,,,
"Employers, female (% of employment)",0.400000006,,,,,0.5,,,,,0.400000006,,,,
"Employers, male (% of employment)",1.100000024,,,,,1.600000024,,,,,1.299999952,,,,
"Employers, total (% of employment)",0.899999976,,,,,1.299999952,,,,,1.100000024,,,,
"Self-employed, female (% of females employed)",90.80000305,,,,,90,,,,,85.5,,,,
"Self-employed, male (% of males employed)",81.59999847,,,,,81.90000153,,,,,80.59999847,,,,
"Self-employed, total (% of total employed)",84.30000305,,,,,84.40000153,,,,,81.90000153,,,,
"Employment to population ratio, 15+, female (%) (national estimate)",32.70000076,,,,,35.5,,,,,27.70000076,,26.10000038,,
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",32.5,32.90000153,33.5,34.29999924,34.90000153,35,33.40000153,32.20000076,30.5,29,27.39999962,26.60000038,25.79999924,25.89999962,
"Employment to population ratio, 15+, male (%) (national estimate)",78.69999695,,,,,79.40000153,,,,,77.09999847,,76.09999847,,
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",79.19999695,79.69999695,79.5,79.90000153,80,79.90000153,79.40000153,79.30000305,78.40000153,78.09999847,78.19999695,77.69999695,77.19999695,77.09999847,
"Employment to population ratio, 15+, total (%) (national estimate)",56.09999847,,,,,57.70000076,,,,,52.90000153,,51.5,,
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",56.59999847,57.09999847,57.20000076,57.79999924,58.09999847,58.09999847,57.09999847,56.40000153,55.09999847,54.20000076,53.5,52.79999924,52.20000076,52.20000076,
"Vulnerable employment, female (% of female employment)",90.40000153,,,,,89.59999847,,,,,85,,,,
"Vulnerable employment, male (% of male employment)",80.5,,,,,80.30000305,,,,,79.30000305,,,,
"Vulnerable employment, total (% of total employment)",83.40000153,,,,,83.09999847,,,,,80.80000305,,,,
"Wage and salaried workers, female (% of females employed)",45.70000076,,,,,10,,,,,14.5,,,,
"Wage and salary workers, male (% of males employed)",3.700000048,,,,,18.10000038,,,,,19.39999962,,,,
"Wage and salaried workers, total (% of total employed)",15.69999981,,,,,15.60000038,,,,,18.10000038,,,,
"Children in employment, unpaid family workers (% of children in employment, ages 7-14)",,,,,,,,,,,59.23,,,,
"Contributing family workers, female (% of females employed)",37.79999924,,,,,42.29999924,,,,,33.90000153,,,,
"Contributing family workers, male (% of males employed)",12.80000019,,,,,13.39999962,,,,,11,,,,
"Contributing family workers, total (% of total employed)",19.89999962,,,,,22.20000076,,,,,16.89999962,,,,
GDP per person employed (constant 1990 PPP $),5063,5227,5295,5606,5881,6285,6720,7170,7517,8018,8515,8875,9200,,
"Employees, industry, female (% of female employment)",11.5,,,,,14.39999962,,,,,17.79999924,,20.70000076,,
"Employees, industry, male (% of male employment)",17.89999962,,,,,21,,,,,24,,26,,
Employment in industry (% of total employment),16,,,,,19,,,,,22.39999962,,24.70000076,,
"Child employment in manufacturing, female (% of female economically active children ages 7-14)",15.38,,,,,18.92,,,,,15.58,,,,
"Child employment in manufacturing, male (% of male economically active children ages 7-14)",9.96,,,,,13.45,,,,,11.35,,,,
Child employment in manufacturing (% of economically active children ages 7-14),12.47,,,,,16.02,,,,,13.01,,,,
"Children in employment, self-employed (% of children in employment, ages 7-14)",,,,,,,,,,,5.6,,,,
"Child employment in services, female (% of female economically active children ages 7-14)",6.49,,,,,6.63,,,,,6.26,,,,
"Child employment in services, male (% of male economically active children ages 7-14)",15.87,,,,,17.62,,,,,17.36,,,,
Child employment in services (% of economically active children ages 7-14),11.52,,,,,12.4,,,,,13.01,,,,
"Employees, services, female (% of female employment)",13.69999981,,,,,14.69999981,,,,,17,,19.5,,
"Employees, services, male (% of male employment)",28.20000076,,,,,29.79999924,,,,,29.89999962,,31,,
Employment in services (% of total employment),24,,,,,25.20000076,,,,,26.60000038,,28.10000038,,
"Children in employment, female (% of female children ages 7-14)",5.1,,,,,4.2,13.1,,,,2.1,,,,
"Children in employment, male (% of male children ages 7-14)",5.3,,,,,4.2,17.4,,,,2.8,,,,
"Children in employment, study and work, female (% of female children in employment, ages 7-14)",10.4,,,,,,,,,,,,,,
"Children in employment, study and work, male (% of male children in employment, ages 7-14)",10.1,,,,,,,,,,,,,,
"Children in employment, study and work (% of children in employment, ages 7-14)",10.2,,,,,15.2,67.2,,,,32.5,,,,
"Children in employment, work only, female (% of female children in employment, ages 7-14)",89.6,,,,,,,,,,,,,,
"Children in employment, work only, male (% of male children in employment, ages 7-14)",89.9,,,,,,,,,,,,,,
"Children in employment, work only (% of children in employment, ages 7-14)",89.8,,,,,84.9,32.8,,,,67.5,,,,
"Children in employment, total (% of children ages 7-14)",5.2,,,,,4.2,15.3,,,,2.5,,,,
"Labor force participation rate for ages 15-24, female (%) (national estimate)",26.39999962,29.89999962,,,,28.10000038,,,,,19.39999962,,17.5,,
"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",26.39999962,26.70000076,27,27.29999924,27.60000038,27.89999962,26,24.20000076,22.5,20.89999962,19.39999962,18.5,17.60000038,17.60000038,
"Labor force participation rate for ages 15-24, male (%) (national estimate)",63.09999847,53.59999847,,,,63.90000153,,,,,52.40000153,,49.5,,
"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",64.5,64.59999847,64.59999847,64.69999695,64.69999695,64.80000305,62.79999924,60.70000076,58.70000076,56.59999847,54.59999847,53,51.40000153,51.29999924,
"Labor force participation rate for ages 15-24, total (%) (national estimate)",45.5,42.40000153,,,,46.70000076,,,,,36.90000153,,34.40000153,,
"Labor force participation rate for ages 15-24, total (%) (modeled ILO estimate)",46.20000076,46.40000153,46.5,46.70000076,46.90000153,47.09999847,45.09999847,43.20000076,41.40000153,39.5,37.79999924,36.5,35.29999924,35.29999924,
"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",35.70000076,36.29999924,36.90000153,37.59999847,38.20000076,38.90000153,37,35.20000076,33.5,31.79999924,30.20000076,29.29999924,28.39999962,28.5,
"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",85.19999695,85.30000305,85.40000153,85.59999847,85.69999695,85.80000305,85.30000305,84.80000305,84.40000153,83.90000153,83.40000153,82.90000153,82.40000153,82.5,
"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",61.29999924,61.70000076,62.09999847,62.40000153,62.79999924,63.20000076,62,60.90000153,59.79999924,58.79999924,57.70000076,57,56.29999924,56.40000153,
"Labor force participation rate, female (% of female population ages 15+) (national estimate)",34.09999847,37.70000076,,,,37.29999924,,,,,29,,27.20000076,,
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",33.90000153,34.5,35.09999847,35.70000076,36.29999924,36.90000153,35.09999847,33.40000153,31.79999924,30.20000076,28.60000038,27.79999924,26.89999962,27,
Ratio of female to male labor force participation rate (%) (national estimate),41.43377547,48.08673473,,,,44.99396689,,,,,36.38645058,,34.51776613,,
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),40.94202932,41.61640454,42.28915479,42.96029052,43.62980838,44.2977193,42.39130094,40.58323243,38.87530324,37.14637101,35.39603874,34.62017208,33.66708273,33.79223966,
"Labor force participation rate, male (% of male population ages 15+) (national estimate)",82.30000305,78.40000153,,,,82.90000153,,,,,79.69999695,,78.80000305,,
"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",82.80000305,82.90000153,83,83.09999847,83.19999695,83.30000305,82.80000305,82.30000305,81.80000305,81.30000305,80.80000305,80.30000305,79.90000153,79.90000153,
"Labor force participation rate, total (% of total population ages 15+) (national estimate)",58.59999847,58.70000076,,,,60.40000153,,,,,54.79999924,,53.40000153,,
"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",59.09999847,59.5,59.79999924,60.09999847,60.40000153,60.79999924,59.70000076,58.59999847,57.5,56.5,55.40000153,54.79999924,54.09999847,54.20000076,
"Part time employment, female (% of total female employment)",,,,,,,,,,,,,,,
"Part time employment, male (% of total male employment)",,,,,,,,,,,,,,,
"Part time employment, female (% of total part time employment)",,,,,,,,,,,,,,,
"Part time employment, total (% of total employment)",,,,,,,,,,,,,,,
"Labor force with primary education, female (% of female labor force)",7.800000191,,,,,19.10000038,,,,,12.39999962,,,,
"Labor force with primary education, male (% of male labor force)",13.10000038,,,,,33.79999924,,,,,15.10000038,,,,
Labor force with primary education (% of total),11.60000038,,,,,29.29999924,,,,,14.39999962,,,,
"Labor force with secondary education, female (% of female labor force)",12.89999962,,,,,7,,,,,20.20000076,,,,
"Labor force with secondary education, male (% of male labor force)",34.5,,,,,16.89999962,,,,,40.90000153,,,,
Labor force with secondary education (% of total),28.29999924,,,,,13.89999962,,,,,35.5,,,,
"Labor force with tertiary education, female (% of female labor force)",3.299999952,,,,,5.099999905,,,,,7,,,,
"Labor force with tertiary education, male (% of male labor force)",7.199999809,,,,,9.399999619,,,,,10.80000019,,,,
Labor force with tertiary education (% of total),6.099999905,,,,,8.100000381,,,,,9.800000191,,,,
"Labor force, female (% of total labor force)",27.75752331,28.0760763,28.43903271,28.79889649,29.15485736,29.45783179,28.5511389,27.69049934,26.87893571,25.98746705,25.10719118,24.67895226,24.19486705,24.24875075,
"Labor force, total",405190192,417144863,428601673,440212534,451934600,464498005,465456462,466033315,466233702,466896011,466390538,469805046,472125599,481235954,
"Unemployment, youth female (% of female labor force ages 15-24) (national estimate)",10.30000019,,,,,10.39999962,,,,,11.5,,11.60000038,,
"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)",10.10000038,11.39999962,10.10000038,9,9,10.39999962,10.39999962,8.800000191,10.10000038,9.800000191,11.39999962,11.5,11.60000038,11.30000019,
"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",10.10000038,,,,,9.800000191,,,,,9.800000191,,10.39999962,,
"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",9.899999619,10.19999981,9.800000191,9,9.100000381,9.800000191,9.800000191,8.899999619,9.899999619,9.699999809,9.800000191,9.899999619,10.39999962,10.30000019,
"Unemployment, youth total (% of total labor force ages 15-24) (national estimate)",10.10000038,,,,,10,,,,,10.19999981,,10.69999981,,
"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",10,10.5,9.899999619,9,9.100000381,9.899999619,10,8.899999619,10,9.699999809,10.19999981,10.30000019,10.69999981,10.5,
"Long-term unemployment, female (% of female unemployment)",,,,,,42.79999924,,,,,41.40000153,,,,
"Long-term unemployment, male (% of male unemployment)",,,,,,38,,,,,36.59999847,,,,
Long-term unemployment (% of total unemployment),,,,,,39.59999847,,,,,38.20000076,,,,
"Share of youth not in education, employment or training, female (% of female youth population)",,,,,,,,,,,,,,,
"Share of youth not in education, employment or training, male (% of male youth population)",,,,,,,,,,,,,,,
"Share of youth not in education, employment or training, total (% of youth population)",,,,,,,,,,,,,,,
"Unemployment with primary education, female (% of female unemployment)",24.29999924,21.70000076,25.60000038,25.29999924,31.60000038,28.89999962,,,,,8.899999619,,,,
"Unemployment with primary education, male (% of male unemployment)",31.20000076,29.79999924,29.10000038,27.60000038,29.5,29,,,,,13.89999962,,,,
Unemployment with primary education (% of total unemployment),29.5,27.70000076,28.20000076,27,30,29,,,,,12.30000019,,,,
"Unemployment with secondary education, female (% of female unemployment)",41.59999847,41.40000153,39.29999924,40,36.29999924,36.40000153,,,,,35.90000153,,,,
"Unemployment with secondary education, male (% of male unemployment)",40,41.29999924,41.40000153,41.5,39,38.20000076,,,,,44.5,,,,
Unemployment with secondary education (% of total unemployment),40.40000153,41.40000153,40.90000153,41.09999847,38.29999924,37.70000076,,,,,41.79999924,,,,
"Unemployment with tertiary education, female (% of female unemployment)",34.09999847,36.90000153,35.09999847,34.70000076,32.09999847,34.70000076,,,,,28.60000038,,,,
"Unemployment with tertiary education, male (% of male unemployment)",28.79999924,28.89999962,29.39999962,30.79999924,31.5,32.79999924,,,,,20.5,,,,
Unemployment with tertiary education (% of total unemployment),30.10000038,31,30.89999962,31.89999962,31.60000038,33.29999924,,,,,23.10000038,,,,
"Unemployment, female (% of female labor force) (national estimate)",4.199999809,,,,,5,,,,,4.300000191,,4,,
"Unemployment, female (% of female labor force) (modeled ILO estimate)",4.199999809,4.5,4.400000095,3.900000095,3.900000095,5,4.900000095,3.799999952,4,3.900000095,4.400000095,4.300000191,4.099999905,4,
"Unemployment, male (% of male labor force) (national estimate)",4.300000191,,,,,4.099999905,,,,,3.299999952,,3.400000095,,
"Unemployment, male (% of male labor force) (modeled ILO estimate)",4.300000191,3.799999952,4.199999809,3.900000095,3.900000095,4.099999905,4.099999905,3.700000048,4.099999905,3.900000095,3.299999952,3.299999952,3.400000095,3.5,
"Unemployment, total (% of total labor force) (national estimate)",4.300000191,,,,,4.400000095,,,,,3.5,,3.599999905,,
"Unemployment, total (% of total labor force) (modeled ILO estimate)",4.300000191,4,4.300000191,3.900000095,3.900000095,4.400000095,4.300000191,3.700000048,4.099999905,3.900000095,3.5,3.5,3.599999905,3.599999905,
"Children in employment, wage workers (% of children in employment, ages 7-14)",,,,,,,,,,,6.74,,,,
Emigration rate of tertiary educated (% of total tertiary educated population),4.335203489,,,,,,,,,,,,,,
Net migration,,,-1923245,,,,,-2978380,,,,,-2294049,,
Refugee population by country or territory of asylum,170941,169549,168855,164757,162687,139283,158366,161537,184543,185323,184821,185118,185656,,
Refugee population by country or territory of origin,11399,11571,14347,13706,13344,16285,17811,20466,19569,19514,17769,16232,14258,,
"International migrant stock, total",6411272,,,,,5886870,,,,,5436012,,,,
International migrant stock (% of population),0.615130695,,,,,0.522282189,,,,,0.450887597,,,,
Prevalence of undernourishment (% of population),21.1,22.5,21.6,21.5,21.4,21.5,20.1,19.1,19.1,18.9,18.5,17.4,17,,
Depth of the food deficit (kilocalories per person per day),141,146,157,152,151,151,153,143,135,136,135,132,124,121,
Consumption of iodized salt (% of households),,,,,,,51.1,,,71.1,,,,,
Vitamin A supplementation coverage rate (% of children ages 6-59 months),,25,27,45,51,64,,33,53,66,34,66,59,,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",78.8584,75.5412,72.224,67.8926,63.5612,59.2298,54.8984,50.567,47.0134,43.4598,39.9062,36.3526,32.799,,
Completeness of infant death reporting (% of reported infant deaths to estimated infant deaths),,,,,,,,,,,,,,,
Completeness of total death reporting (% of reported total deaths to estimated total deaths),,,,,,,,,,,,,,,
"Mortality rate, adult, female (per 1,000 female adults)",199.829,195.623,191.417,187.3294,183.2418,179.1542,175.0666,170.979,168.3982,165.8174,163.2366,160.6558,158.075,,
"Mortality rate, adult, male (per 1,000 male adults)",269.558,267.347,265.136,262.9798,260.8236,258.6674,256.5112,254.355,251.242,248.129,245.016,241.903,238.79,,
"Birth rate, crude (per 1,000 people)",25.622,25.186,24.73,24.253,23.757,23.259,22.779,22.335,21.937,21.589,21.281,20.999,20.723,,
"Death rate, crude (per 1,000 people)",8.898,8.76,8.63,8.506,8.389,8.283,8.19,8.111,8.049,8.002,7.969,7.949,7.937,,
Contraceptive prevalence (% of women ages 15-49),46.9,,,,53,,56.3,,54.8,,,,,,
"Mortality rate, infant, female (per 1,000 live births)",66.7,,,,,,,,,,47.2,,,41.7,
"Mortality rate, infant (per 1,000 live births)",66.5,64.3,62.1,60,57.9,55.9,53.9,52,50.1,48.3,46.4,44.7,42.9,41.4,
"Mortality rate, infant, male (per 1,000 live births)",66.3,,,,,,,,,,45.7,,,41.1,
"Life expectancy at birth, female (years)",63.365,63.832,64.3,64.766,65.225,65.669,66.089,66.48,66.84,67.169,67.469,67.744,68.002,,
"Life expectancy at birth, total (years)",62.16185366,62.55663415,62.94934146,63.34004878,63.72426829,64.09758537,64.45509756,64.79385366,65.11339024,65.41319512,65.6942439,65.9584878,66.21085366,,
"Life expectancy at birth, male (years)",61.016,61.342,61.663,61.982,62.295,62.601,62.899,63.188,63.469,63.741,64.004,64.258,64.505,,
"Fertility rate, total (births per woman)",3.145,3.083,3.018,2.952,2.884,2.817,2.753,2.694,2.643,2.6,2.563,2.532,2.505,,
"Survival to age 65, female (% of cohort)",64.25787,64.99455,65.731239,66.43694,67.14265,67.84835,68.55405,69.259762,69.69322,70.12669,70.56015,70.99361,71.42707,,
"Survival to age 65, male (% of cohort)",56.68467,57.18134,57.678019,58.15174,58.62546,59.09918,59.5729,60.046619,60.47723,60.90784,61.33845,61.76906,62.199679,,
Wanted fertility rate (births per woman),,,,,,,1.9,,,,,,,,
Female headed households (% of households with a female head),,,,,,,14.4,,,,,,,,
Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),,,,,,,16,,,,,,,,
Population ages 0-14 (% of total),34.21988297,33.82886124,33.43350601,33.03385925,32.62934875,32.22008133,31.80562401,31.3879776,30.97239876,30.56564903,30.17228127,29.79535484,29.43316841,29.09023843,
Population ages 15-64 (% of total),61.41663742,61.74033356,62.06562805,62.39366913,62.72642899,63.06468582,63.40794373,63.75353622,64.09737396,64.43422699,64.75983429,65.07250977,65.37146759,65.63512013,
Population ages 65 and above (% of total),4.363481045,4.430805206,4.500862598,4.572473049,4.644225121,4.715233803,4.786433697,4.858488083,4.930226326,5.00012207,5.067881584,5.132137775,5.195360184,5.274641439,
Age dependency ratio (% of working-age population),62.82233222,61.96867474,61.11976924,60.27267318,59.42243882,58.56734988,57.7089487,56.85404737,56.01263029,55.19701674,54.41669717,53.67472797,52.97193089,52.35745711,
"Age dependency ratio, old (% of working-age population)",7.104721462,7.176516549,7.251779648,7.328424699,7.403936781,7.476821268,7.548634192,7.62073511,7.691775891,7.760040403,7.825655642,7.88679861,7.947443083,8.036309568,
"Age dependency ratio, young (% of working-age population)",55.71761076,54.79215819,53.86798959,52.94424848,52.01850204,51.09052861,50.16031451,49.23331226,48.3208544,47.43697634,46.59104153,45.78792936,45.02448781,44.32114755,
Population growth (annual %),1.66861544,1.640481778,1.610818628,1.573964596,1.527814847,1.476268117,1.422290365,1.373024152,1.334098708,1.308859379,1.292848795,1.280039961,1.263760083,1.241795171,
Researchers in R&D (per million people),111.23501,,,,,137.36227,,,,,159.93286,,,,
Technicians in R&D (per million people),86.39384,,,,,93.87269,,,,,103.00718,,,,
"Population, total",1042261758,1059500888,1076705723,1093786762,1110626108,1127143548,1143289350,1159095250,1174662334,1190138069,1205624648,1221156319,1236686732,1252139596,
"Population, female (% of total)",48.17073822,48.17667007,48.18368149,48.19166565,48.2004776,48.20997238,48.22016907,48.23099518,48.24213028,48.25317383,48.26385117,48.27407455,48.2839376,48.29357325,
"Completeness of birth registration, rural (%)",,,,,,,34.8,,,,,,,,
"Completeness of birth registration, urban (%)",,,,,,,59.3,,,,,,,,
Completeness of birth registration (%),,,,,,,41.1,,,,,,,,
Rural population,753899197,763709430,772600959,781270008,789621844,797623132,805230122,812456225,819373964,826110538,832724944,839227469,845510352,851530054,
Rural population growth (annual %),1.373198325,1.292872151,1.15753019,1.115811947,1.063334141,1.008206786,0.949188217,0.893393342,0.847855431,0.818799767,0.797480055,0.777840055,0.7458623,0.709438293,
Rural population (% of total population),72.333,72.082,71.756,71.428,71.097,70.765,70.431,70.094,69.754,69.413,69.07,68.724,68.369,68.006,
Urban population growth (annual %),2.44510701,2.543609148,2.771758822,2.728582008,2.679632599,2.618390604,2.558279833,2.506285381,2.464580488,2.42997298,2.407999401,2.392484131,2.39242233,2.38286842,
Urban population,288362561,295791458,304104764,312516754,321004264,329520416,338059228,346639025,355288370,364027531,372899704,381928850,391176380,400609542,
Urban population (% of total),27.667,27.918,28.244,28.572,28.903,29.235,29.569,29.906,30.246,30.587,30.93,31.276,31.631,31.994,
Unmet need for contraception (% of married women ages 15-49),,,,,,,12.8,,,,,,,,
"International tourism, number of arrivals",2649000,2537000,2384000,2726000,3457000,3919000,4447000,5082000,5283000,5168000,5776000,6309000,6578000,,
"International tourism, number of departures",4416000,4564000,4940000,5351000,6213000,7185000,8340000,9783000,10868000,11067000,12988000,13994000,14920000,,
"International tourism, receipts (current US$)",3598000000,3342000000,3300000000,4560000000,6307000000,7659000000,8915000000,11234000000,12462000000,11136000000,14490000000,17708000000,18340000000,,
"International tourism, receipts (% of total exports)",,,,,,4.9546519,4.611620352,4.679234595,4.08430809,4.269169283,4.163374373,3.967068048,4.132073134,,
"International tourism, receipts for passenger transport items (current US$)",138000000,144000000,198000000,97000000,137000000,166000000,281000000,504000000,630000000,,,,368000000,,
"International tourism, expenditures for passenger transport items (current US$)",996000000,1361000000,1362000000,800000000,967000000,2090000000,1893000000,2471000000,2477000000,,,,1765000000,,
"International tourism, receipts for travel items (current US$)",3460000000,3198000000,3102000000,4463000000,6170000000,7493000000,8634000000,10730000000,11832000000,11136000000,14490000000,17708000000,17972000000,,
